canonical_form,surface_forms,unit_type,pos,sense_id,meaning_fr,meaning_fr_official,meaning_fr_alt,contexte_en,fr_status,definition_en,occurrences,book_count,dispersion,zipf_need,aoa_component,fr_opacity,sense_surprise,confidence,score_comprehension,score_reuse,score_default,needs_review,recovery_route,recovery_reason,candidate_senses,review_action,pknown_test,aoa_test,cefr_test,zipf_wordfreq_en,zipf_freqzipfus
want,want,word,n,need.n.02,besoin,,,"You can, and I love you, / but when you share dreams in front of my family I become a crazy person— Hey, why don’t—all right, Lover-Of-All, come on, come with me, let’s get rid of some of this . . . You want help? No, you’re good, you boys keep talking . . . They exit into the kitchen talking, carrying some of the food dishes. Richard’s a bit embarrassed.",pending,anything that is necessary but lacking,1,1,1,0.5,0.5,0.8,0.833,0.0,0.568,0.545,0.556,True,,,lack.n.01/need.n.02/privation.n.01/wish.n.01,,0.99,4.16,B2,6.04,6.44
unravel,unravel,word,v,ravel.v.01,,démêler,débrouiller/dénouer,"Rich hasn’t been sleeping much either, he’s been having weird dreams about—he thinks they’re related to the stress of the move . . . Oh man . . . . . . yeah, and he’s been keeping me up while he tries to unravel their meaning. Why’s he doing that? He took one psychology course last year and suddenly he’s an armchair psychiatrist.",auto_strong,disentangle,1,1,1,0.5,0.5,0.714,1.0,0.0,0.58,0.532,0.556,True,,,ravel.v.01/run.v.41/unravel.v.01,,0.99,10.16,,3.19,2.991
fireman,fireman,word,n,fireman.n.04,"pompier, Pompier",pompier,sapeur-pompier,". . . when you were gone, when— What’re you [saying?] . . . —this fireman was holding a body with your same suit on? . . . Dad . . . . . . but with a coat of ash melted onto her?, like she got turned into a statue like . . .",auto_strong,a member of a fire department who tries to extinguish fires,1,1,1,0.5,0.5,0.714,1.0,0.0,0.58,0.532,0.556,True,,,fireman.n.01/fireman.n.04/reliever.n.03/stoker.n.02,,0.99,5.05,,3.2,3.468
ash,ash/ashes,word,n,ash.n.01,cendre,cendre,,"Erik climbs the stairs, struggles for reception by the window. (Pushing her Ensure shake closer) He sees some falling ashes. Mom, you’re not hungry? Just It looks like light flurries. || —this fireman was holding a body with your same suit on? . . . Dad . . . . . . but with a coat of ash melted onto her?, like she got turned into a statue like . . . Dad . . . . . . there was gray in her eyes and mouth even, like she—",auto_strong,the residue that remains when something is burned,2,2,2,0.5,0.5,1.0,0.333,0.0,0.536,0.575,0.556,True,,,ash.n.01/ash.n.02/ash.n.03,,0.99,6.626683000000002,B2,4.16,3.964
gamble,Gamble,word,v,gamble.v.02,,jouer de l'argent,jouer/parier,"Sounds awesome. Yeah, yeah, so at night she can go see a show and I can go, you know, go do / something else . . . Gamble. You gamble. Or whatever else I feel / like doing . . . Well c’mon, don’t act like you play shuffleboard on the lido deck. || Sounds awesome. Yeah, yeah, so at night she can go see a show and I can go, you know, go do / something else . . . Gamble. You gamble. Or whatever else I feel / like doing . . . Well c’mon, don’t act like you play shuffleboard on the lido deck.",auto_corroborated,play games for money,2,2,1,0.5,0.5,0.667,1.0,0.0,0.586,0.525,0.556,True,,,gamble.v.01/gamble.v.02,,0.99,9.05,,3.79,3.952
lock,locked,word,v,lock.v.01,,verrouiller,fermer à clé,"Dad, why’re you—what are you talking about— I think I know what you’re saying—do you mean— I’m saying—Dee’s bosses have more money than God and they’re stingy with her on everything, bonuses, vacation days . . . Aimes gets fired ’cause she’s sick—my grandma almost lost her life in a fire ’cause her bosses locked the doors to her factory to keep ’em from taking breaks, coupla blocks from here, so—and this isn’t some scientific notion or something—but, yeah, I do notice that rich people are usually pretty messed up. [Oh God . . .] That’s an elegant thesis, Dad.",auto_strong,fasten with a lock,1,1,1,0.5,0.5,0.867,0.68,0.0,0.555,0.555,0.555,True,,,engage.v.10/interlock.v.03/lock.v.01/lock.v.03/lock.v.04/lock.v.06/lock.v.08/lock.v.09/lock_in.v.02,,1.0,5.74,B1,4.51,4.752
vibrate,vibrates,word,v,resonate.v.01,,,,"phone vibrates and lights up in the upstairs windowsill; vibrates. vibrates. vibrates. || in the upstairs windowsill; vibrates. vibrates. —Erik sighs, heads upstairs . . . vibrates.",pending,sound with resonance,12,12,12,0.5,0.5,0.5,1.0,0.0,0.609,0.5,0.555,True,,,hover.v.01/oscillate.v.02/resonate.v.01/thrill.v.02/vibrate.v.01,,1.0,10.16,B2,3.06,3.048
startle,startle/startles/startling,word,v,startle.v.02,sursauter,sursauter,faire sursauter,". . . [no, nothing important] . . . you know the ones where you need a minute just to . . . figure out it isn’t / actually [real] . . . Oh, sure— Knocking at the downstairs door startles Erik a bit—he spills his beer. Richard moves to help— Sorry about that, Rich, I got it, I got it . . . Don’t worry about it—",validated,"move or jump suddenly, as if in surprise or alarm",3,3,3,0.5,0.5,0.625,1.0,0.0,0.589,0.519,0.554,True,,,startle.v.01/startle.v.02,,0.99,9.17,B2,2.69,3.077
thankful,thankful,word,a,grateful.a.01,reconnaissant,reconnaissant,,"Someone needs to explain the rules . . . Mom, get over here, we’re pig-smashing. It’s very simple . . . we each pass it around, say what we’re thankful for, then we smash the pig . . . And then we each eat a piece of the peppermint for good luck. That is the weirdest tradition— || Deirdre smashes the pig. She then hands the mallet to Brigid who passes it to Aimee. I think you should go next. Okay . . . I’ll state the obvious, there will never be a year I’m not thankful that the observation deck didn’t open until 9:30 . . . so . . . and I’m grateful Momo’s with us . . . oh— (To Erik) —a wise old, haggard drunk man once told me that pursuing your passion is a gift—so I’m grateful for that reminder . . . even if I end up pursuing it while managing an H&M, / I’m lucky . . . no I’m actually being serious about that, I am . . .",auto_strong,feeling or showing gratitude,6,6,6,0.5,0.5,0.81,0.5,1.0,0.56,0.546,0.553,False,,,grateful.a.01,,1.0,5.5,B1,3.93,3.731
napkin,napkins,word,n,napkin.n.01,serviette,serviette de table,serviette,"The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined. UPSTAIRS: two rooms divided by an open entryway. The room with the staircase also has the apartment’s lone, large deep-set window with bars. The window gets no direct sunlight. An urban recliner is the only piece of furniture upstairs. The other room has a door that leads to the duplex’s sole bathroom. DOWNSTAIRS: two windowless rooms divided by an even larger open entryway—with a different floorplan than upstairs. A small kitchen alley is wedged awkwardly behind the spiral staircase. The other room is dominated by a modest folding table. The table is set with six paper plates and napkins with turkeys on them. Plastic silverware. Scattered moving boxes. Not much else. The apartment is a touch ghostly, but not in a forced manner; empty pre-war basement apartments are effortlessly uncanny. At lights: || Brigid walks into the area near the spiral staircase, searches for something amidst the boxes. (Calling up) Honey, bring down the napkins, okay? Unseen by Brigid, Deirdre Richard, what are you yelling",auto_strong,a small piece of table linen that is used to wipe the mouth and to cover the lap in order to protect clothing,3,3,3,0.5,0.5,0.867,0.5,0.0,0.551,0.555,0.553,True,,,diaper.n.01/napkin.n.01,,0.99,4.79,A2,3.16,3.559
gig,gigs,word,n,gig.n.06,,concert,date/engagement,"Mom, / that’s not even my strength . . . . . . I’m serious, you sound good— You have any gigs lined up? (To Deirdre) Can we come embarrass you?—",auto_corroborated,a booking for musicians,1,1,1,0.5,0.5,0.692,1.0,0.0,0.577,0.529,0.553,True,,,gig.n.01/gig.n.03/gig.n.04/gig.n.05/gig.n.06/spear.n.02,,0.99,10.56,,3.98,4.049
carve,carve,word,v,carve.v.03,,découper,couper en morceaux,"So turkey’s out . . . I won’t bathroom time, I’ll be down, carve until we’re all down okay? here, yeah?",auto_strong,cut to pieces,1,1,1,0.5,0.5,0.692,1.0,0.0,0.577,0.529,0.553,True,,,carve.v.01/carve.v.02/carve.v.03,,0.98,6.35,B2,3.41,3.493
shaft,shaft,word,n,beam.n.04,,rayon,faisceau de lumière/faisceau,"He realizes he’s left the LED lantern lit on the table. He puts his belongings down; turns the lantern off, darkening the basement. This greatly sharpens the shaft of fluorescent hallway light pouring through the propped-open door. It has a tunnel-like quality. Erik picks up his belongings again, turns toward the door and notices the shaft of light.",auto_strong,a column of light (as from a beacon),1,1,1,0.5,0.5,0.692,1.0,0.0,0.577,0.529,0.553,True,,,beam.n.04/cock.n.01/diaphysis.n.01/quill.n.04/rotating_shaft.n.01/shaft.n.01/shaft.n.03/shaft.n.08/shaft.n.09/shaft.n.10/shot.n.09/spear.n.01,,1.0,10.17,,3.9,3.887
beat,beat/beats,word,n,beat.n.08,,rythme régulier,cadence/battement,"Thanks. Detroit’s up seven. Oh . . . oh, the football game? (Erik nods. Small beat) How’s the lake house coming along? I hear you might build this summer? Uh, no, not until the sewers get put in . . . doesn’t make sense to build with a septic system if they’re gonna be putting in sewers soon. || Oh, cool . . . . . . yeah . . . (Small beat) . . . the spots are pretty good usually . . . where they leave you off at. UPSTAIRS: Brigid is still listening to this conversation. It makes her sad.",validated,a regular rate of repetition,7,7,7,0.5,0.5,0.538,1.0,0.0,0.599,0.506,0.552,True,,,beat.n.01/beat.n.04/beat.n.06/beat.n.08/beat.n.09/beat.n.10/beatnik.n.01/meter.n.03/pulse.n.02/rhythm.n.01,,0.99,6.15,B2,5.01,5.119
back,backs,word,v,back.v.02,,reculer,faire marche arrière,"Then, from the depths of the basement hallway, a new sound. . . . click-clack, click-clack, click-clack . . . Erik backs away from the hallway entrance. . . . click-clack, click-clack, click-clack . . . Erik’s breath shortens.",auto_judged,travel backward,1,1,1,0.5,0.5,0.818,0.739,0.0,0.556,0.548,0.552,True,,,back.v.01/back.v.02/back.v.04/back.v.05/back.v.06/back.v.08/back.v.09/back.v.10/bet_on.v.01/second.v.01,,1.0,5.3052150000000005,B1,6.04,6.302
twist,twisted,word,v,flex.v.05,,tordre,plier/déformer,(Smiling) Out of / your backyard? . . . . . . my backyard? . . . like it got twisted into an ice-cream cone? . . . in my head it was so normal . . . They drink. Audible-but-indecipherable conversation from Aimee and Brigid in the kitchen. In mine there was this one other weird thing I . . . [remember] . . .,auto_strong,cause (a plastic object) to assume a crooked or angular form,1,1,1,0.5,0.5,0.8,0.773,0.0,0.559,0.545,0.552,True,,,flex.v.05/twist.v.03/twist.v.04/twist.v.05/twist.v.07/twist.v.09/twist.v.10/wind.v.02/wrench.v.01/writhe.v.01,,1.0,6.46,B1,4.22,4.101
strike,strike,word,v,fall_upon.v.01,frapper,,,"Cans of tuna? Oh Mom . . . You gotta be prepared . . . They say another storm’s gonna strike this year . . . you’re in a Zone A flood zone. Well I don’t blame you for worrying, especially after—Brigid told me about . . . you and Aimee. Yeah, well . . .",pending,find unexpectedly,1,1,1,0.5,0.5,0.692,0.987,0.0,0.575,0.529,0.552,True,,,affect.v.05/assume.v.05/come_to.v.03/fall.v.08/fall_upon.v.01/hit.v.02/hit.v.05/hit.v.09/hit.v.12/mint.v.01/strickle.v.02/strike.v.01/strike.v.04/strike.v.05/strike.v.07/strike.v.10/strike.v.11/strike.v.13/strike.v.14/strike.v.20/strike.v.21,,1.0,7.75,B1,4.66,4.658
lead,lead,word,v,lead.v.01,guider,conduire,mener/guider,"I’m okay with that . . . Yes, / please . . . Dad, will you lead us? . . . I like this, being twice blessed . . . Sure, sure, how about . . . || . . . Jesus Christ . . . yeah, God . . . Erik returns, guiding Momo back to her wheelchair. Deirdre helps. Momo is fine. . . . yeah, she’s okay, she almost burnt herself on the stove, God . . . You were more scared than she was, you okay? / You’re okay, Mom . . .",auto_strong,take somebody somewhere,1,1,1,0.5,0.5,0.778,0.797,0.0,0.559,0.542,0.55,True,,,conduct.v.02/contribute.v.03/go.v.25/head.v.02/lead.v.01/lead.v.03/lead.v.04/lead.v.05/lead.v.08/leave.v.07/moderate.v.01/precede.v.04/run.v.03/run.v.23,,0.99,6.76,B1,5.2,4.92
babe,Babe/babe,word,n,baby.n.05,,,,"(Calling up) Everyone okay up there? We’re fine, babe, just keep an eye on the oven, we’ll be down in a minute. You got it. Have you complained to her about the noise? || Like a trust fund? Pass the . . . / yeah, thanks . . . Sorry—babe, sorry, don’t be embarrassed . . . I’m not embarrassed— —it’s actually great—his",pending,(slang) sometimes used as a term of address for attractive young women,9,9,9,0.5,0.5,0.5,1.0,0.0,0.601,0.5,0.55,True,,,baby.n.01/baby.n.05,,0.99,6.61,,4.11,4.551
tease,teasing,word,v,tease.v.08,,taquiner,se moquer de/plaisanter avec,"Hey, hey . . . I’m good, smart-ass, I said that already . . . Now why don’t you open your gift . . . Mom, I was just teasing . . . (Getting up, registering a cramp) Hey guys—no one be alarmed if I’m up and down these stairs a million times to use the . . . facilities . . . so . . . || Dad—stop— (To Richard) —he’s teasing you . . . (Smiling) The Lions are up ten.",auto_corroborated,mock or make fun of playfully,3,3,3,0.5,0.5,0.6,1.0,0.0,0.586,0.515,0.55,True,,,tease.v.01/tease.v.02/tease.v.03/tease.v.04/tease.v.05/tease.v.06/tease.v.07/tease.v.08/tease.v.09,,0.99,5.11,B2,3.59,3.756
gap,gaps,word,n,gap.n.03,,fente,crevasse/interstice,"a lotta—you guys gotta caulk all along the molding down there . . . / there’s big gaps there . . . Thanks, okay, Repairman, thank you, but can you at least . . . someone needs to say something about my big window. No one has said anything about my big window . . .",auto_strong,a narrow opening,1,1,1,0.5,0.5,0.818,0.714,0.0,0.553,0.548,0.55,True,,,break.n.13/col.n.01/gap.n.01/gap.n.03/gap.n.05/opening.n.01,,0.99,8.22,B1,4.47,3.632
half,Half/half,word,a,half.s.02,,à moitié,demi-/partiellement,"(This has been on her mind) Mom’s been bringing up marriage—and the Mary statue?—we’ve been doing so good and today she’s back to— (Half-engaged with her e-mail) Being here’s just . . . making it more real for her, no? No, I dunno, something’s [not right] . . . I dunno . . . || much is—[wow, that’s a lot] . . . yeah . . . Erik wanders away from Aimee to finish the call with some privacy. He finishes the call—including giving the car company his cell phone number—with his back to us, he’s half-audible, not decipherable. Aimee rolls her eyes at Erik ordering the van, she finds it amusing, she goes downstairs. Deirdre quickly recovers from her crying spell once she hears Aimee coming downstairs. Dessert is on the way . . . Thank you . . . so is a car . . .",auto_corroborated,partial,3,3,3,0.5,0.5,0.765,0.667,0.0,0.56,0.54,0.55,True,,,half.a.03/half.s.01/half.s.02,,1.0,5.454413000000001,A1/A2/B1,5.41,5.299
